,Player No,Acceleration,Aggression,Agility,Balance,Ballcontrol,Composure,Crossing,Curve,Dribbling,Finishing,Freekickaccuracy,GKdiving,GKhandling,GKkicking,GKpositioning,GKreflexes,Headingaccuracy,ID,Interceptions,Jumping,Longpassing,Longshots,Marking,Penalties,Positioning,Reactions,Shortpassing,Shotpower,Slidingtackle,Sprintspeed,Stamina,Standingtackle,Strength,Vision,Volleys
13467,13467,67.0,54.0,72.0,77.0,63.0,68.0,59.0,70.0,62.0,54.0,56.0,14.0,14.0,10.0,7.0,6.0,46.0,204222,43.0,72.0,59.0,62.0,59.0,45.0,55.0,57.0,66.0,66.0,42.0,68.0,74.0,54.0,71.0,65.0,46.0
13468,13468,35.0,22.0,62.0,45.0,21.0,31.0,11.0,16.0,16.0,6.0,11.0,66.0,58.0,59.0,58.0,65.0,16.0,224446,16.0,74.0,21.0,6.0,13.0,21.0,11.0,56.0,21.0,6.0,19.0,40.0,33.0,19.0,42.0,13.0,6.0
13469,13469,69.0,46.0,63.0,76.0,65.0,68.0,58.0,51.0,60.0,47.0,48.0,9.0,8.0,11.0,8.0,12.0,49.0,213695,41.0,65.0,69.0,39.0,41.0,47.0,50.0,55.0,68.0,51.0,53.0,66.0,66.0,42.0,62.0,67.0,42.0
13470,13470,51.0,33.0,44.0,39.0,14.0,56.0,13.0,13.0,16.0,12.0,10.0,61.0,61.0,59.0,60.0,63.0,13.0,210368,16.0,62.0,32.0,15.0,12.0,15.0,15.0,56.0,33.0,19.0,16.0,49.0,37.0,19.0,72.0,36.0,21.0
13471,13471,46.0,62.0,67.0,68.0,58.0,52.0,41.0,31.0,45.0,29.0,32.0,14.0,14.0,5.0,13.0,14.0,42.0,232640,62.0,57.0,66.0,37.0,57.0,44.0,36.0,65.0,64.0,48.0,61.0,46.0,52.0,60.0,57.0,62.0,32.0
13472,13472,79.0,41.0,70.0,69.0,58.0,49.0,59.0,38.0,61.0,57.0,36.0,12.0,10.0,13.0,12.0,14.0,58.0,237248,26.0,54.0,30.0,52.0,22.0,57.0,60.0,65.0,57.0,59.0,20.0,77.0,72.0,19.0,74.0,54.0,45.0
13473,13473,70.0,62.0,63.0,59.0,62.0,52.0,58.0,44.0,64.0,49.0,48.0,16.0,6.0,13.0,9.0,7.0,53.0,203969,52.0,66.0,65.0,43.0,54.0,49.0,54.0,51.0,63.0,65.0,59.0,75.0,78.0,63.0,79.0,53.0,47.0
13474,13474,58.0,54.0,68.0,72.0,59.0,53.0,36.0,61.0,61.0,64.0,56.0,8.0,13.0,14.0,8.0,15.0,66.0,214721,17.0,70.0,30.0,63.0,19.0,58.0,56.0,56.0,46.0,63.0,21.0,56.0,62.0,11.0,78.0,42.0,61.0
13475,13475,47.0,19.0,39.0,41.0,28.0,25.0,15.0,15.0,13.0,17.0,18.0,65.0,61.0,58.0,58.0,65.0,20.0,231105,17.0,59.0,23.0,17.0,14.0,27.0,12.0,53.0,22.0,17.0,16.0,45.0,23.0,19.0,76.0,16.0,20.0
13476,13476,63.0,63.0,59.0,69.0,64.0,66.0,60.0,60.0,61.0,34.0,60.0,1.0,1.0,1.0,1.0,1.0,56.0,102593,61.0,72.0,66.0,50.0,60.0,40.0,59.0,63.0,62.0,57.0,58.0,60.0,71.0,61.0,63.0,59.0,51.0
13477,13477,66.0,58.0,55.0,56.0,62.0,59.0,54.0,57.0,55.0,49.0,52.0,13.0,5.0,9.0,8.0,9.0,56.0,234945,56.0,50.0,62.0,54.0,51.0,51.0,58.0,63.0,64.0,52.0,53.0,66.0,64.0,56.0,59.0,61.0,53.0
13478,13478,65.0,68.0,76.0,79.0,64.0,55.0,42.0,33.0,59.0,31.0,32.0,9.0,5.0,10.0,13.0,6.0,44.0,238785,57.0,62.0,59.0,25.0,57.0,38.0,37.0,62.0,66.0,41.0,60.0,59.0,55.0,62.0,63.0,47.0,28.0
13479,13479,52.0,73.0,56.0,33.0,46.0,60.0,45.0,40.0,38.0,23.0,41.0,8.0,7.0,12.0,7.0,15.0,63.0,193473,60.0,34.0,55.0,39.0,64.0,46.0,31.0,58.0,42.0,45.0,54.0,56.0,67.0,61.0,79.0,44.0,30.0
13480,13480,69.0,36.0,68.0,75.0,65.0,61.0,56.0,62.0,69.0,47.0,65.0,9.0,12.0,10.0,16.0,15.0,36.0,226754,52.0,58.0,63.0,37.0,42.0,59.0,55.0,63.0,64.0,54.0,45.0,69.0,59.0,52.0,49.0,68.0,40.0
13481,13481,63.0,56.0,60.0,59.0,63.0,56.0,40.0,48.0,57.0,53.0,43.0,12.0,7.0,7.0,13.0,11.0,58.0,238786,38.0,52.0,63.0,53.0,43.0,46.0,58.0,64.0,64.0,62.0,37.0,61.0,65.0,53.0,73.0,65.0,47.0
13482,13482,48.0,16.0,63.0,46.0,19.0,25.0,17.0,19.0,19.0,18.0,15.0,62.0,61.0,62.0,63.0,63.0,13.0,208067,18.0,53.0,16.0,11.0,16.0,22.0,14.0,55.0,30.0,19.0,17.0,49.0,33.0,19.0,75.0,15.0,18.0
13483,13483,80.0,45.0,76.0,72.0,61.0,55.0,48.0,41.0,61.0,60.0,36.0,14.0,6.0,7.0,16.0,16.0,59.0,199620,26.0,69.0,30.0,52.0,24.0,57.0,57.0,54.0,55.0,64.0,30.0,80.0,71.0,14.0,65.0,52.0,56.0
13484,13484,64.0,73.0,45.0,60.0,49.0,36.0,44.0,29.0,39.0,22.0,25.0,10.0,11.0,15.0,12.0,9.0,58.0,220356,56.0,77.0,35.0,24.0,60.0,31.0,30.0,52.0,46.0,38.0,59.0,68.0,56.0,62.0,76.0,29.0,31.0
13485,13485,62.0,54.0,67.0,68.0,63.0,62.0,52.0,51.0,58.0,47.0,52.0,7.0,8.0,14.0,11.0,14.0,44.0,236996,59.0,56.0,66.0,54.0,48.0,45.0,48.0,60.0,69.0,58.0,45.0,55.0,60.0,53.0,53.0,64.0,48.0
13486,13486,30.0,25.0,33.0,28.0,15.0,34.0,10.0,12.0,9.0,5.0,13.0,59.0,62.0,60.0,62.0,64.0,14.0,237508,13.0,31.0,24.0,5.0,9.0,14.0,4.0,60.0,27.0,23.0,14.0,18.0,28.0,10.0,71.0,27.0,6.0
13487,13487,73.0,37.0,74.0,57.0,62.0,45.0,60.0,58.0,67.0,53.0,50.0,15.0,6.0,11.0,14.0,14.0,36.0,239045,16.0,45.0,59.0,42.0,20.0,52.0,50.0,64.0,62.0,54.0,36.0,70.0,57.0,28.0,43.0,54.0,40.0
13488,13488,53.0,56.0,50.0,52.0,59.0,56.0,59.0,42.0,49.0,42.0,36.0,16.0,13.0,10.0,12.0,6.0,55.0,195013,58.0,77.0,56.0,15.0,63.0,47.0,54.0,56.0,60.0,52.0,61.0,55.0,80.0,63.0,56.0,56.0,33.0
13489,13489,76.0,48.0,87.0,71.0,62.0,55.0,57.0,58.0,64.0,59.0,58.0,8.0,13.0,15.0,15.0,7.0,54.0,200134,51.0,54.0,65.0,65.0,47.0,58.0,56.0,55.0,66.0,66.0,45.0,77.0,70.0,54.0,56.0,56.0,64.0
13490,13490,43.0,27.0,36.0,45.0,15.0,27.0,13.0,12.0,14.0,18.0,14.0,64.0,58.0,59.0,61.0,64.0,18.0,210630,19.0,56.0,19.0,13.0,17.0,24.0,12.0,59.0,32.0,23.0,19.0,44.0,31.0,16.0,41.0,31.0,13.0
13491,13491,33.0,26.0,33.0,25.0,22.0,44.0,11.0,10.0,20.0,15.0,13.0,64.0,61.0,61.0,60.0,63.0,12.0,231878,14.0,52.0,28.0,18.0,17.0,15.0,6.0,56.0,16.0,20.0,13.0,32.0,28.0,14.0,50.0,42.0,16.0
13492,13492,66.0,44.0,66.0,66.0,68.0,51.0,60.0,66.0,65.0,67.0,54.0,10.0,12.0,12.0,11.0,12.0,63.0,236998,22.0,51.0,42.0,65.0,25.0,70.0,58.0,42.0,57.0,71.0,27.0,61.0,56.0,25.0,52.0,59.0,68.0
13493,13493,48.0,63.0,34.0,35.0,41.0,53.0,35.0,29.0,35.0,22.0,35.0,11.0,10.0,8.0,7.0,11.0,62.0,226759,61.0,66.0,34.0,24.0,60.0,41.0,29.0,50.0,46.0,47.0,59.0,37.0,56.0,63.0,85.0,29.0,33.0
13494,13494,59.0,58.0,51.0,39.0,53.0,44.0,47.0,29.0,40.0,29.0,27.0,10.0,12.0,15.0,9.0,7.0,67.0,235207,64.0,45.0,31.0,21.0,66.0,41.0,27.0,63.0,58.0,44.0,62.0,56.0,69.0,64.0,77.0,29.0,31.0
13495,13495,83.0,41.0,72.0,59.0,56.0,66.0,61.0,54.0,58.0,56.0,61.0,8.0,7.0,10.0,6.0,11.0,29.0,170183,30.0,32.0,52.0,44.0,39.0,55.0,57.0,67.0,50.0,47.0,42.0,80.0,73.0,39.0,57.0,63.0,58.0
13496,13496,76.0,72.0,46.0,46.0,42.0,55.0,26.0,29.0,38.0,29.0,22.0,13.0,7.0,9.0,5.0,5.0,64.0,237255,59.0,78.0,49.0,27.0,59.0,41.0,26.0,50.0,53.0,49.0,58.0,80.0,67.0,59.0,75.0,27.0,36.0
13497,13497,77.0,56.0,68.0,53.0,64.0,53.0,54.0,48.0,65.0,62.0,36.0,9.0,11.0,5.0,7.0,9.0,62.0,239303,21.0,61.0,38.0,54.0,26.0,60.0,58.0,53.0,54.0,52.0,29.0,81.0,62.0,30.0,71.0,55.0,44.0
13498,13498,71.0,37.0,73.0,69.0,62.0,55.0,61.0,51.0,64.0,56.0,52.0,9.0,8.0,6.0,10.0,10.0,37.0,239815,30.0,68.0,57.0,59.0,28.0,53.0,57.0,54.0,59.0,58.0,31.0,71.0,54.0,33.0,58.0,54.0,53.0
13499,13499,74.0,56.0,64.0,60.0,49.0,54.0,43.0,23.0,34.0,17.0,20.0,14.0,8.0,14.0,13.0,10.0,61.0,194759,58.0,70.0,42.0,33.0,58.0,39.0,19.0,53.0,53.0,46.0,62.0,72.0,73.0,61.0,78.0,32.0,22.0
13500,13500,42.0,18.0,38.0,44.0,25.0,26.0,15.0,14.0,8.0,11.0,16.0,63.0,61.0,59.0,61.0,64.0,16.0,214473,22.0,56.0,18.0,15.0,20.0,24.0,15.0,55.0,26.0,25.0,17.0,46.0,30.0,17.0,53.0,33.0,18.0
13501,13501,74.0,41.0,76.0,60.0,65.0,59.0,60.0,62.0,62.0,49.0,50.0,11.0,9.0,7.0,15.0,8.0,48.0,222153,25.0,57.0,50.0,52.0,16.0,49.0,59.0,62.0,65.0,63.0,30.0,76.0,60.0,27.0,54.0,54.0,54.0
13502,13502,67.0,31.0,74.0,66.0,67.0,60.0,60.0,45.0,69.0,60.0,41.0,12.0,11.0,14.0,7.0,8.0,46.0,231113,21.0,49.0,52.0,60.0,27.0,63.0,52.0,64.0,58.0,69.0,29.0,66.0,60.0,33.0,62.0,46.0,48.0
13503,13503,77.1,51.0,65.0,57.0,45.0,61.0,25.0,32.0,52.0,69.0,41.0,5.0,7.0,12.0,9.0,15.0,62.0,237769,19.0,62.0,50.0,42.0,22.0,55.0,67.0,58.0,60.0,55.0,34.0,78.0,57.0,32.0,58.0,45.0,54.0
13504,13504,71.0,68.3,80.0,62.0,58.1,55.3,38.0,34.3,49.1,37.4,36.4,13.0,8.0,15.0,14.0,11.0,54.3,203210,58.4,75.0,51.2,25.0,56.0,31.0,39.2,67.0,62.7,52.0,57.0,65.0,70.0,61.0,74.0,49.1,43.0
13505,13505,76.0,38.0,85.0,84.0,64.0,61.0,58.0,61.0,67.0,48.0,57.0,10.0,14.0,7.0,8.0,16.0,33.0,229066,34.0,67.0,53.0,46.0,32.0,52.0,57.0,60.0,63.0,59.0,36.0,71.0,64.0,21.0,42.0,58.0,49.0
13506,13506,38.0,68.0,45.0,34.0,17.0,54.0,16.0,20.0,14.0,17.0,18.0,64.0,55.0,68.0,64.0,60.0,13.0,237002,25.0,56.0,22.0,18.0,18.0,19.0,12.0,61.0,24.0,18.0,13.0,43.0,40.0,14.0,83.0,49.0,19.0
13507,13507,56.0,43.0,37.0,64.0,37.0,45.0,32.0,22.0,31.0,23.0,22.0,13.0,14.0,11.0,15.0,11.0,64.0,239050,62.0,67.0,38.0,16.0,67.0,51.0,20.0,53.0,46.0,34.0,65.0,63.0,58.0,69.0,62.0,28.0,23.0
13508,13508,70.0,60.0,58.0,52.0,53.0,59.0,40.0,40.0,56.0,63.0,33.0,11.0,13.0,15.0,13.0,12.0,64.0,212683,12.0,65.0,27.0,50.0,20.0,68.0,62.0,62.0,52.0,55.0,16.0,62.0,66.0,13.0,84.0,54.0,49.0
13509,13509,91.0,35.0,92.0,73.0,61.0,59.0,53.0,50.0,65.0,54.0,45.0,16.0,10.0,14.0,8.0,13.0,46.0,222923,40.0,74.0,39.0,46.0,20.0,52.0,62.0,55.0,50.0,66.0,30.0,91.0,59.0,28.0,60.0,41.0,47.0
13510,13510,70.0,55.0,69.0,77.0,63.0,51.0,25.0,32.0,56.0,62.0,29.0,6.0,8.0,10.0,10.0,11.0,59.0,226507,24.0,74.0,31.0,63.0,20.0,63.0,62.0,56.0,54.0,62.0,22.0,68.0,67.0,27.0,62.0,53.0,48.0
13511,13511,65.0,44.0,71.0,79.0,66.0,56.0,60.0,67.0,69.0,40.0,67.0,6.0,7.0,14.0,12.0,15.0,48.0,236747,25.0,66.0,72.0,31.0,38.0,69.0,61.0,62.0,69.0,57.0,53.0,58.0,52.0,43.0,61.0,57.0,61.0
13512,13512,64.0,62.0,67.0,63.0,45.0,45.0,40.0,25.0,32.0,21.0,34.0,6.0,13.0,13.0,8.0,12.0,63.0,239563,56.0,70.0,56.0,23.0,60.0,40.0,26.0,57.0,57.0,30.0,60.0,66.0,62.0,63.0,68.0,28.0,34.0
13513,13513,39.0,65.0,67.0,54.0,44.0,58.0,41.0,41.0,48.0,24.0,36.0,10.0,11.0,7.0,11.0,13.0,64.0,155340,55.0,80.0,38.0,38.0,57.0,35.0,27.0,55.0,66.0,44.0,57.0,54.0,41.0,58.0,80.0,51.0,34.0
13514,13514,74.0,31.0,60.0,68.0,65.0,54.0,60.0,50.0,68.0,65.0,42.0,10.0,15.0,7.0,14.0,15.0,63.0,220876,12.0,72.0,45.0,59.0,16.0,68.0,59.0,55.0,55.0,66.0,15.0,73.0,53.0,16.0,45.0,55.0,55.0
13515,13515,60.0,39.0,61.0,63.0,67.0,54.0,65.0,44.0,62.0,59.0,56.0,7.0,14.0,8.0,13.0,7.0,42.0,236492,31.0,38.0,63.0,48.0,33.0,47.0,58.0,52.0,67.0,51.0,32.0,64.0,61.0,35.0,54.0,58.0,42.0
13516,13516,85.0,44.0,81.0,71.0,60.0,47.0,54.0,62.0,63.0,44.0,45.0,15.0,13.0,10.0,7.0,9.0,39.0,179660,31.0,71.0,45.0,55.0,33.0,44.0,54.0,55.0,55.0,60.0,31.0,87.0,81.0,35.0,62.0,51.0,33.0
13517,13517,60.0,46.0,66.0,54.0,58.0,43.0,26.0,27.0,61.0,60.0,29.0,12.0,16.0,12.0,7.0,12.0,66.0,207565,18.0,57.0,39.0,44.0,18.0,59.0,65.0,57.0,55.0,62.0,17.0,60.0,74.0,23.0,77.0,52.0,52.0
13518,13518,53.0,66.0,42.0,44.0,67.0,58.0,70.0,45.0,56.0,41.0,51.0,18.0,19.0,16.0,10.0,14.0,53.0,230349,67.0,62.0,59.0,52.0,52.0,58.0,57.0,53.0,57.0,53.0,62.0,71.0,61.0,61.0,65.0,65.0,47.0
13519,13519,61.0,50.0,59.0,56.0,42.0,54.0,21.0,20.0,22.0,18.0,24.0,8.0,14.0,8.0,9.0,8.0,56.0,239565,63.0,71.0,47.0,17.0,61.0,32.0,38.0,54.0,53.0,35.0,64.0,57.0,63.0,63.0,75.0,36.0,24.0
13520,13520,63.0,53.0,57.0,64.0,64.0,58.0,40.0,46.0,60.0,62.0,39.0,12.0,11.0,9.0,13.0,7.0,56.0,240589,15.0,62.0,43.0,55.0,20.0,63.0,65.0,64.0,57.0,61.0,22.0,66.0,50.0,24.0,55.0,49.0,54.0
13521,13521,75.0,47.0,63.0,63.0,63.0,61.0,41.0,45.0,49.0,61.0,26.0,12.0,7.0,6.0,15.0,15.0,64.0,206542,30.0,75.0,41.0,56.0,19.0,58.0,55.0,52.0,51.0,69.0,15.0,64.0,77.0,26.0,82.0,44.0,49.0
13522,13522,70.0,68.0,77.0,63.0,57.0,59.0,44.0,42.0,63.0,37.0,39.0,9.0,10.0,11.0,8.0,9.0,58.0,214478,61.0,65.0,61.0,54.0,53.0,47.0,58.0,54.0,62.0,56.0,48.0,68.0,79.0,59.0,77.0,57.0,39.0
13523,13523,74.0,57.0,73.0,79.0,64.0,65.0,54.0,53.0,59.0,56.0,52.0,7.0,10.0,10.0,8.0,11.0,50.0,225998,55.0,58.0,58.0,57.0,50.0,73.0,62.0,59.0,62.0,65.0,51.0,68.0,81.0,53.0,61.0,63.0,45.0
13524,13524,71.0,56.0,58.0,66.0,61.0,49.0,63.0,64.0,61.0,30.0,35.0,9.0,10.0,5.0,6.0,8.0,60.0,239822,59.0,64.0,34.0,40.0,57.0,48.0,44.0,55.0,62.0,40.0,61.0,67.0,55.0,62.0,60.0,38.0,40.0
13525,13525,72.0,35.0,68.0,64.0,56.0,52.0,48.0,54.0,64.0,61.0,36.0,8.0,6.0,7.0,13.0,13.0,58.0,240846,17.0,54.0,38.0,58.0,18.0,62.0,57.0,55.0,54.0,66.0,15.0,77.0,70.0,16.0,71.0,55.0,60.0
13526,13526,76.0,34.0,66.0,69.0,63.0,51.0,48.0,49.0,64.0,64.0,42.0,12.0,8.0,13.0,9.0,13.0,57.0,228815,21.0,60.0,40.0,58.0,22.0,72.0,60.0,54.0,58.0,58.0,18.0,80.0,68.0,23.0,57.0,53.0,47.0
13527,13527,69.0,27.0,66.0,75.0,69.0,54.0,60.0,61.0,69.0,48.0,48.0,15.0,10.0,6.0,7.0,9.0,41.0,235215,23.0,34.0,54.0,52.0,20.0,54.0,62.0,52.0,60.0,59.0,27.0,64.0,59.0,19.0,42.0,56.0,56.0
13528,13528,56.0,65.0,50.0,42.0,56.0,55.0,46.0,44.0,52.0,33.0,25.0,9.0,12.0,5.0,7.0,7.0,58.0,236751,63.0,68.0,55.0,46.0,56.0,32.0,47.0,55.0,59.0,66.0,59.0,49.0,71.0,65.0,81.0,51.0,21.0
13529,13529,77.0,35.0,61.0,78.0,68.0,52.0,59.0,48.0,71.0,51.0,45.0,6.0,10.0,10.0,7.0,8.0,48.0,237007,27.0,46.0,58.0,48.0,30.0,58.0,51.0,52.0,55.0,59.0,39.0,80.0,32.0,35.0,51.0,55.0,50.0
13530,13530,51.0,42.0,70.0,71.0,66.0,65.0,68.0,66.0,54.0,47.0,66.0,7.0,10.0,8.0,16.0,8.0,48.0,198608,37.0,57.0,66.0,66.0,43.0,63.0,60.0,62.0,67.0,70.0,44.0,62.0,64.0,48.0,65.0,63.0,55.0
13531,13531,69.0,60.0,62.0,56.0,42.0,57.0,45.0,30.0,39.0,32.0,40.0,6.0,11.0,9.0,7.0,7.0,53.0,231376,64.0,77.0,40.0,52.0,59.0,44.0,36.0,48.0,57.0,40.0,60.0,70.0,66.0,63.0,73.0,46.0,39.0
13532,13532,36.0,58.0,42.0,51.0,48.0,54.0,21.0,25.0,51.0,13.0,31.0,11.0,9.0,9.0,6.0,15.0,46.0,234704,64.0,76.0,45.0,21.0,63.0,45.0,32.0,49.0,51.0,28.0,61.0,61.0,69.0,64.0,74.0,34.0,34.0
13533,13533,66.0,67.0,62.0,67.0,65.0,59.0,61.0,48.0,62.0,44.0,42.0,6.0,13.0,6.0,13.0,11.0,52.0,236496,54.0,68.0,66.0,52.0,48.0,49.0,49.0,60.0,68.0,60.0,52.0,60.0,50.0,59.0,43.0,59.0,42.0
13534,13534,68.0,43.0,74.0,82.0,62.0,65.0,48.0,49.0,58.0,55.0,46.0,12.0,15.0,8.0,7.0,10.0,49.0,210641,54.0,72.0,64.0,52.0,57.0,42.0,52.0,55.0,66.0,61.0,61.0,74.0,56.0,64.0,65.0,67.0,53.0
13535,13535,39.0,85.0,32.0,48.0,58.0,58.0,31.0,37.0,42.0,29.0,25.0,14.0,8.0,14.0,16.0,14.0,66.0,221393,67.0,62.0,57.0,40.0,50.0,36.0,37.0,59.0,58.0,60.0,44.0,50.0,78.0,58.0,87.0,46.0,53.0
13536,13536,67.0,55.0,58.0,73.0,55.0,54.0,59.0,39.0,52.0,35.0,36.0,10.0,7.0,11.0,13.0,9.0,64.0,240337,64.0,61.0,61.0,39.0,59.0,40.0,42.0,62.0,63.0,51.0,60.0,59.0,64.0,62.0,57.0,32.0,32.0
13537,13537,74.0,67.0,70.0,84.0,65.0,59.0,68.0,62.0,62.0,55.0,58.0,12.0,12.0,9.0,10.0,9.0,61.0,199890,52.0,74.0,50.0,60.0,60.0,54.0,71.0,57.0,47.0,60.0,55.0,76.0,56.0,52.0,52.0,50.0,64.0
13538,13538,32.0,24.0,41.0,34.0,21.0,18.0,16.0,12.0,11.0,11.0,14.0,64.0,63.0,60.0,59.0,62.0,11.0,200658,19.0,63.0,24.0,11.0,11.0,14.0,14.0,58.0,26.0,20.0,17.0,37.0,26.0,19.0,62.0,39.0,15.0
13539,13539,71.0,70.0,73.0,64.0,63.0,65.0,54.0,45.0,61.0,45.0,59.0,10.0,16.0,7.0,13.0,14.0,54.0,200914,56.0,71.0,61.0,57.0,54.0,60.0,51.0,67.0,63.0,62.0,56.0,70.0,75.0,56.0,62.0,63.0,52.0
13540,13540,81.0,36.0,79.0,75.0,57.0,54.0,57.0,48.0,68.0,60.0,53.0,14.0,10.0,15.0,15.0,9.0,47.0,204242,32.0,70.0,48.0,52.0,21.0,55.0,44.0,57.0,63.0,57.0,18.0,76.0,67.0,17.0,49.0,56.0,52.0
13541,13541,90.0,34.0,67.0,66.0,64.0,46.0,63.0,46.0,68.0,59.0,39.0,15.0,9.0,12.0,14.0,10.0,34.0,239826,25.0,42.0,47.0,46.0,25.0,47.0,53.0,47.0,56.0,48.0,24.0,79.0,55.0,28.0,57.0,50.0,54.0
13542,13542,51.0,60.0,62.0,51.0,66.0,61.0,65.0,43.0,69.0,45.0,65.0,16.0,7.0,16.0,8.0,15.0,64.0,199891,58.0,69.0,64.0,56.0,64.0,57.0,54.0,59.0,67.0,69.0,59.0,62.0,67.0,64.0,81.0,48.0,39.0
13543,13543,80.0,39.0,82.0,72.0,58.0,40.0,48.0,38.0,64.0,50.0,61.0,14.0,10.0,9.0,11.0,9.0,48.0,229843,38.0,58.0,58.0,49.0,30.0,43.0,58.0,51.0,59.0,50.0,43.0,80.0,75.0,39.0,58.0,58.0,39.0
13544,13544,65.0,26.0,51.0,52.0,58.0,51.0,35.0,50.0,61.0,70.0,52.0,12.0,8.0,11.0,6.0,7.0,59.0,238291,12.0,68.0,31.0,62.0,15.0,61.0,57.0,56.0,55.0,60.0,13.0,62.0,60.0,17.0,68.0,47.0,55.0
13545,13545,82.3,48.0,90.0,91.0,63.0,68.0,57.0,50.0,64.0,42.0,44.0,13.0,9.0,9.0,7.0,9.0,40.0,231124,23.0,88.0,57.0,41.0,42.0,45.0,56.0,58.0,55.0,52.0,51.0,75.3,56.0,41.0,33.0,58.0,45.0
13546,13546,50.0,69.0,74.0,79.0,63.0,57.0,54.0,37.0,65.0,50.0,55.0,6.0,12.0,7.0,13.0,9.0,59.0,175316,59.0,75.0,58.0,29.0,66.0,53.0,54.0,63.0,65.0,58.0,58.0,53.0,73.0,66.0,59.0,62.0,12.0
13547,13547,54.0,68.0,33.0,43.0,45.0,53.0,31.0,29.0,35.0,27.0,34.0,13.0,13.0,7.0,11.0,12.0,62.0,221653,53.0,78.0,38.0,28.0,57.0,48.0,34.0,54.0,42.0,48.0,64.0,44.0,64.0,67.0,75.0,29.0,32.0
13548,13548,66.0,55.0,63.0,86.0,54.0,53.0,71.0,38.0,51.0,45.0,31.0,8.0,14.0,13.0,10.0,12.0,49.0,232405,66.0,82.0,58.0,44.0,58.0,43.0,51.0,56.0,64.0,42.0,57.0,66.0,87.0,61.0,56.0,61.0,32.0
13549,13549,65.0,64.0,53.0,71.0,45.0,47.0,38.0,45.0,24.0,22.0,22.0,5.0,7.0,8.0,10.0,6.0,64.0,237781,53.0,64.0,43.0,19.0,60.0,55.0,23.0,74.0,56.0,45.0,63.0,62.0,55.0,59.0,70.0,26.0,29.0
13550,13550,54.0,56.0,56.0,67.0,42.0,50.0,57.0,37.0,30.0,33.0,39.0,8.0,9.0,11.0,6.0,13.0,54.0,210902,59.0,89.0,43.0,35.0,60.0,35.0,37.0,56.0,44.0,63.0,61.0,65.0,69.0,64.0,78.0,36.0,40.0
13551,13551,41.0,21.0,52.0,50.0,15.0,30.0,18.0,16.0,20.0,12.0,17.0,60.0,62.0,61.0,62.0,63.0,15.0,210903,18.0,62.0,19.0,17.0,15.0,19.0,11.0,56.0,24.0,23.0,13.0,53.0,26.0,18.0,59.0,62.0,15.0
13552,13552,51.0,62.0,41.0,37.0,36.0,60.0,22.0,21.0,25.0,21.0,35.0,14.0,11.0,14.0,10.0,10.0,65.0,229079,58.0,77.0,37.0,25.0,60.0,20.0,22.0,54.0,41.0,39.0,59.0,54.0,61.0,61.0,80.0,36.0,18.0
13553,13553,61.0,53.0,72.0,69.0,64.0,47.0,64.0,45.0,53.0,44.0,35.0,11.0,13.0,14.0,5.0,11.0,41.0,232919,53.0,63.0,62.0,58.0,50.0,43.0,47.0,66.0,68.0,55.0,53.0,59.0,63.0,61.0,67.0,62.0,33.0
13554,13554,64.0,56.0,68.0,50.0,61.0,58.0,30.0,39.0,62.0,66.0,58.0,8.0,14.0,9.0,14.0,10.0,58.0,223448,11.0,60.0,32.0,64.0,12.0,71.0,63.0,52.0,40.0,61.0,13.0,62.0,52.0,21.0,78.0,48.0,59.0
13555,13555,64.0,62.0,42.0,65.0,30.0,54.0,32.0,29.0,41.0,19.0,24.0,15.0,12.0,9.0,8.0,5.0,58.0,238040,65.0,67.0,61.0,23.0,63.0,40.0,30.0,57.0,52.0,48.0,60.0,66.0,68.0,66.0,68.0,27.0,27.0
13556,13556,70.0,39.0,60.0,57.0,64.0,46.0,47.0,49.0,63.0,52.0,55.0,6.0,5.0,6.0,14.0,12.0,43.0,240600,56.0,56.0,60.0,49.0,58.0,53.0,48.0,70.0,64.0,57.0,54.0,70.0,62.0,52.0,71.0,60.0,48.0
13557,13557,74.0,69.0,85.0,86.0,54.0,52.0,51.0,30.0,62.0,41.0,31.0,9.0,12.0,13.0,9.0,8.0,41.0,239577,59.0,60.0,55.0,45.0,58.0,40.0,46.0,53.0,58.0,43.0,64.0,77.0,85.0,58.0,60.0,37.0,31.0
13558,13558,64.0,43.0,72.0,78.0,61.0,59.0,54.0,45.0,64.0,59.0,44.0,13.0,6.0,8.0,11.0,5.0,44.0,239833,34.0,57.0,56.0,56.0,34.0,45.0,61.0,58.0,63.0,64.0,35.0,67.0,67.0,30.0,41.0,58.0,54.0
13559,13559,78.0,25.0,74.0,68.0,62.0,65.2,27.0,49.0,64.2,68.3,46.0,12.0,7.0,5.0,15.0,7.0,48.2,240345,18.0,54.0,28.0,60.0,10.0,58.0,62.0,56.0,36.0,57.0,16.0,80.0,63.0,19.0,65.0,60.0,55.0
13560,13560,60.0,59.0,59.0,58.0,57.0,58.0,53.0,34.0,51.0,28.0,37.0,15.0,14.0,15.0,13.0,14.0,58.0,204762,60.0,57.0,55.0,40.0,62.0,37.0,39.0,61.0,56.0,60.0,61.0,66.0,73.0,63.0,69.0,41.0,31.0
13561,13561,77.0,60.0,66.0,65.0,55.0,46.0,55.0,42.0,53.0,21.0,23.0,13.0,11.0,13.0,10.0,7.0,59.0,206554,57.0,68.0,52.0,34.0,58.0,36.0,37.0,62.0,57.0,48.0,58.0,79.0,71.0,61.0,67.0,44.0,22.0
